0,1,0.9845196008682251,0.002187473699450493,0.013287288136780262,0.000005681398306478513
1,1,0.976141095161438,0.0017892967443913221,0.022064397111535072,0.000005136952495377045
2,1,0.9630900621414185,0.0017506334697827697,0.03514771908521652,0.000011567769433895592
3,1,0.9985190033912659,0.00010695067612687126,0.001370620564557612,0.0000034856948332162574
4, , , , , 
5,1,0.74307781457901,0.02741420827805996,0.22949886322021484,0.000009072296052181628
6,0.5,0.023164693266153336,0.00898748729377985,0.9678410291671753,0.000006821170700277435
7, , , , , 
8,1,0.7200074195861816,0.13456043601036072,0.14541205763816833,0.000019997885829070583
9, , , , , 
10,1,0.9608746767044067,0.00021796455257572234,0.038900118321180344,0.000007161423582147108
11,1,0.9927402138710022,0.00012122565385652706,0.007137528154999018,0.0000010595201729302062
12, , , , , 
13,1,0.57998126745224,0.0840863585472107,0.3356941342353821,0.00023824966046959162
14, , , , , 
15,0,0.12274052202701569,0.5321580767631531,0.34443557262420654,0.0006658868514932692
16,1,0.9768438935279846,0.00013334030518308282,0.023021580651402473,0.0000011823632348750834
17,1,0.9818871021270752,0.0033915976528078318,0.01467879954725504,0.000042464223952265456
18, , , , , 
19,0.5,0.000095636751211714,0.00019686875748448074,0.9997063279151917,0.0000011768266858780407
20,1,0.9975171089172363,0.00021131517132744193,0.002267873380333185,0.000003748250264834496
21,1,0.9979706406593323,0.0000679057848174125,0.0019600605592131615,0.0000013828096143697621
22,1,0.9178246259689331,0.0005542574799619615,0.08161831647157669,0.0000026921336484519998
23,1,0.9861043095588684,0.0012385154841467738,0.0126532893627882,0.000003842138994514244
24,0.5,0.11514750123023987,0.029521113261580467,0.8451200723648071,0.010211242362856865
25,0,0.049600258469581604,0.8875340819358826,0.0007550282753072679,0.062110695987939835
26, , , , , 
27,1,0.9975171089172363,0.00021131517132744193,0.002267873380333185,0.000003748250264834496
28,1,0.9591858983039856,0.0012902308953925967,0.03901789337396622,0.0005059866234660149
29,0.5,0.000095636751211714,0.00019686875748448074,0.9997063279151917,0.0000011768266858780407
30,1,0.8906680345535278,0.022396599873900414,0.08692225068807602,0.000013130851584719494
31,0.5,0.15363368391990662,0.04972715675830841,0.7966302633285522,0.000008924459507397842
32,1,0.9216482043266296,0.00011733683641068637,0.078191839158535,0.00004262525180820376
33,1,0.6240367889404297,0.024773739278316498,0.1644032895565033,0.18678613007068634
34,1,0.8906680345535278,0.022396599873900414,0.08692225068807602,0.000013130851584719494
35,1,0.996570348739624,0.0002861888497136533,0.003142516128718853,9.741802386997733e-7
36,0,0.0006176199531182647,0.9862205982208252,0.013160252012312412,0.0000016242156561929733
37,0.5,0.0763549953699112,0.008542550727725029,0.9150819778442383,0.000020361223505460657
38,0.5,0.005612213630229235,0.16107363998889923,0.8332890272140503,0.000025130590074695647
39, , , , , 
40,1,0.9932202100753784,0.001175491139292717,0.00559961749240756,0.000004601717591867782
41,0.5,0.000095636751211714,0.00019686875748448074,0.9997063279151917,0.0000011768266858780407
42,1,0.9977414608001709,0.00009559809404890984,0.002162248594686389,7.072771381899656e-7
43,1,0.6173710227012634,0.00044111310853622854,0.38218510150909424,0.00000274358148999454
44, , , , , 
45, , , , , 
46,1,0.8044151663780212,0.11497735232114792,0.08060116320848465,0.000006299836513790069
47,0,0.008280524984002113,0.9789334535598755,0.012783451937139034,0.000002550690624048002
48,1,0.5197575688362122,0.09248173236846924,0.38775399327278137,0.000006682329967588885
49, , , , , 
